transaction_id,user_id,account_id,amount,currency,transaction_type,merchant_id,beneficiary_id,device_id,ip_address_hash,location,timestamp,is_fraud,scenario
TX10318,USR_1006,ACC_2006,4981.68,USD,P2P,MER_237,BEN_RING_777,DEV_RING_999,fd5dc3897b156800,"New York, US",2026-08-26 01:54:06.269031+00:00,1,D
TX10352,USR_1206,ACC_2206,36.06,USD,ACH,MER_127,BEN_571,DEV_598,17673fd32798d605,"London, UK",2026-08-26 01:55:06.269031+00:00,0,A
TX10119,USR_1017,ACC_2017,75.59,USD,P2P,MER_138,BEN_627,DEV_296,12ddf45271aaaaa6,"Sydney, AU",2026-08-26 02:03:06.269031+00:00,0,A
TX10852,USR_1115,ACC_2115,114.75,USD,ACH,MER_362,BEN_645,DEV_153,4d8f3a7ab28f30b0,"New York, US",2026-08-26 02:08:06.269031+00:00,0,A
TX10853,USR_1049,ACC_2049,77.57,USD,CARD,MER_265,BEN_738,DEV_545,e6501bb34f10bbec,"Tokyo, JP",2026-08-26 02:12:06.269031+00:00,0,A
TX10158,USR_1108,ACC_2108,149.07,USD,WIRE,MER_126,BEN_690,DEV_140,63da350cf0be46c5,"Sydney, AU",2026-08-26 02:13:06.269031+00:00,0,A
TX10304,USR_1077,ACC_2077,127.68,USD,CARD,MER_212,BEN_646,DEV_108,cb99c4f64b0c2e92,"New York, US",2026-08-26 02:14:06.269031+00:00,0,A
TX10197,USR_1060,ACC_2060,92.39,USD,P2P,MER_247,BEN_923,DEV_535,3c49e5003110f2c6,"London, UK",2026-08-26 02:20:06.269031+00:00,0,A
TX11621,USR_1059,ACC_2059,128.32,USD,ACH,MER_244,BEN_861,DEV_102,5ec654ffc81f21ab,"Sydney, AU",2026-08-26 02:20:06.269031+00:00,0,A
TX10300,USR_1297,ACC_2297,78.07,USD,ACH,MER_180,BEN_923,DEV_543,1cb62c794d6cfd4e,"Tokyo, JP",2026-08-26 02:25:06.269031+00:00,0,A
TX11036,USR_1247,ACC_2247,176.47,USD,WIRE,MER_128,BEN_773,DEV_NEW_9053,b323e19bdbec4d4c,"London, UK",2026-08-26 02:26:06.269031+00:00,1,B
TX10036,USR_1176,ACC_2176,11.87,USD,P2P,MER_289,BEN_951,DEV_489,922b57721fe4262e,"Tokyo, JP",2026-08-26 02:29:06.269031+00:00,0,A
TX10344,USR_1001,ACC_2001,7051.44,USD,P2P,MER_212,BEN_RING_777,DEV_RING_999,fd5dc3897b156800,"Toronto, CA",2026-08-26 02:34:06.269031+00:00,1,D
TX10004,USR_1201,ACC_2201,124.96,USD,P2P,MER_269,BEN_782,DEV_123,91e7767500f47f48,"London, UK",2026-08-26 02:37:06.269031+00:00,0,A
TX10207,USR_1078,ACC_2078,699.58,USD,WIRE,MER_251,BEN_517,DEV_NEW_2609,ea138d321b39fb53,"New York, US",2026-08-26 02:38:06.269031+00:00,1,B
TX10954,USR_1103,ACC_2103,38.1,USD,ACH,MER_158,BEN_586,DEV_505,3bd6c9e1e86aa4e1,"London, UK",2026-08-26 02:41:06.269031+00:00,0,A
TX10198,USR_1108,ACC_2108,163.67,USD,ACH,MER_309,BEN_690,DEV_140,8892758077968628,"Sydney, AU",2026-08-26 02:41:06.269031+00:00,0,A
TX10145,USR_1291,ACC_2291,109.7,USD,CARD,MER_352,BEN_545,DEV_804,73383021c91189cd,"New York, US",2026-08-26 02:41:06.269031+00:00,0,A
TX10023,USR_1150,ACC_2150,49.61,USD,P2P,MER_206,BEN_598,DEV_645,43a67aa88ddfe9a5,"Tokyo, JP",2026-08-26 02:43:06.269031+00:00,0,A
TX11543,USR_1103,ACC_2103,336.49,USD,WIRE,MER_158,BEN_NEW_9234,DEV_ATO_6345,87ad14d2732e93de,Unknown / Proxy IP,2026-08-26 02:47:06.269031+00:00,1,C
TX11206,USR_1209,ACC_2209,41.05,USD,P2P,MER_211,BEN_889,DEV_686,038309423bd0f69b,"Tokyo, JP",2026-08-26 02:49:06.269031+00:00,0,A
TX10001,USR_1027,ACC_2027,203.61,USD,P2P,MER_175,BEN_689,DEV_214,ead699ed5e370d8a,"London, UK",2026-08-26 02:52:06.269031+00:00,0,A
TX10051,USR_1192,ACC_2192,74.39,USD,P2P,MER_302,BEN_554,DEV_469,20356fb5faf580cb,"Sydney, AU",2026-08-26 02:52:06.269031+00:00,0,A
TX10325,USR_1237,ACC_2237,146.56,USD,CARD,MER_138,BEN_731,DEV_342,c8f4ff7b3b3a1230,"Sydney, AU",2026-08-26 02:55:06.269031+00:00,0,A
TX11733,USR_1058,ACC_2058,94.41,USD,CARD,MER_138,BEN_541,DEV_724,4ca18e2dc49b3667,"London, UK",2026-08-26 02:56:06.269031+00:00,0,A
TX10308,USR_1133,ACC_2133,29.03,USD,P2P,MER_330,BEN_997,DEV_834,9e158f3b51d224a0,"Sydney, AU",2026-08-26 03:00:06.269031+00:00,0,A
TX10092,USR_1010,ACC_2010,3470.47,USD,P2P,MER_201,BEN_RING_777,DEV_RING_999,fd5dc3897b156800,"Tokyo, JP",2026-08-26 03:04:06.269031+00:00,1,D
TX10062,USR_1219,ACC_2219,33.01,USD,P2P,MER_135,BEN_653,DEV_492,cdbc196f2eb61754,"New York, US",2026-08-26 03:05:06.269031+00:00,0,A
TX10289,USR_1283,ACC_2283,162.08,USD,CARD,MER_344,BEN_824,DEV_690,dbb28b3f2cec6d9a,"New York, US",2026-08-26 03:06:06.269031+00:00,0,A
TX10048,USR_1249,ACC_2249,172.18,USD,CARD,MER_212,BEN_519,DEV_956,c24ea062cf3c7968,"Sydney, AU",2026-08-26 03:10:06.269031+00:00,0,A
TX10063,USR_1244,ACC_2244,69.88,USD,CARD,MER_345,BEN_755,DEV_556,95af57c5afaf0f11,"Toronto, CA",2026-08-26 03:12:06.269031+00:00,0,A
TX11035,USR_1296,ACC_2296,61.55,USD,ACH,MER_389,BEN_944,DEV_521,98eccdccd122648d,"Tokyo, JP",2026-08-26 03:13:06.269031+00:00,0,A
TX10786,USR_1206,ACC_2206,5.0,USD,CARD,MER_330,BEN_571,DEV_598,19d4d2715c5c7f3a,"London, UK",2026-08-26 03:15:06.269031+00:00,0,A
TX10505,USR_1242,ACC_2242,190.28,USD,WIRE,MER_269,BEN_963,DEV_932,16b1981054412bbd,"Sydney, AU",2026-08-26 03:24:06.269031+00:00,0,A
TX10277,USR_1210,ACC_2210,134.28,USD,ACH,MER_319,BEN_724,DEV_404,63a4bbc201560ce0,"Tokyo, JP",2026-08-26 03:25:06.269031+00:00,0,A
TX10340,USR_1129,ACC_2129,71.58,USD,CARD,MER_234,BEN_698,DEV_421,4541428cfc1cd62e,"New York, US",2026-08-26 03:26:06.269031+00:00,0,A
TX10375,USR_1075,ACC_2075,44.61,USD,ACH,MER_276,BEN_779,DEV_572,7a29d09e4d3a3ef7,"New York, US",2026-08-26 03:28:06.269031+00:00,0,A
TX11207,USR_1049,ACC_2049,270.52,USD,ACH,MER_144,BEN_874,DEV_NEW_1326,e6501bb34f10bbec,"Tokyo, JP",2026-08-26 03:37:06.269031+00:00,1,B
TX10600,USR_1242,ACC_2242,3766.03,USD,WIRE,MER_125,BEN_NEW_9927,DEV_ATO_7810,ae97c1924daffb7c,Unknown / Proxy IP,2026-08-26 03:37:06.269031+00:00,1,C
TX10485,USR_1086,ACC_2086,136.74,USD,P2P,MER_107,BEN_776,DEV_892,21cf3e421285e1fa,"Tokyo, JP",2026-08-26 03:38:06.269031+00:00,0,A
TX10178,USR_1021,ACC_2021,143.74,USD,P2P,MER_398,BEN_836,DEV_222,60144cd34ce98fe1,"Toronto, CA",2026-08-26 03:39:06.269031+00:00,0,A
TX10041,USR_1160,ACC_2160,5.0,USD,ACH,MER_212,BEN_827,DEV_576,6cbbb8d9648be29a,"Toronto, CA",2026-08-26 03:40:06.269031+00:00,0,A
TX11241,USR_1213,ACC_2213,5.43,USD,ACH,MER_331,BEN_795,DEV_249,53711f667bdda254,"Sydney, AU",2026-08-26 03:40:06.269031+00:00,0,A
TX10126,USR_1068,ACC_2068,86.98,USD,CARD,MER_400,BEN_636,DEV_984,fa361ea74f62b17b,"Sydney, AU",2026-08-26 03:49:06.269031+00:00,0,A
TX10255,USR_1094,ACC_2094,123.17,USD,WIRE,MER_387,BEN_890,DEV_967,d5406cc498d4564d,"Tokyo, JP",2026-08-26 03:54:06.269031+00:00,0,A
TX11650,USR_1225,ACC_2225,101.25,USD,P2P,MER_179,BEN_542,DEV_818,096ece57ca1c0963,"Toronto, CA",2026-08-26 03:56:06.269031+00:00,0,A
TX10019,USR_1299,ACC_2299,5.0,USD,CARD,MER_306,BEN_754,DEV_570,99545487af393e67,"New York, US",2026-08-26 03:58:06.269031+00:00,0,A
TX10417,USR_1204,ACC_2204,31.17,USD,ACH,MER_334,BEN_558,DEV_216,d31bda7984910180,"Tokyo, JP",2026-08-26 03:58:06.269031+00:00,0,A
TX10257,USR_1030,ACC_2030,152.05,USD,WIRE,MER_214,BEN_946,DEV_993,60044722c469d400,"Sydney, AU",2026-08-26 04:04:06.269031+00:00,0,A
TX10045,USR_1282,ACC_2282,833.75,USD,P2P,MER_102,BEN_590,DEV_NEW_5767,d3d65ee8b2408bc7,"New York, US",2026-08-26 04:09:06.269031+00:00,0,B
TX10860,USR_1215,ACC_2215,108.15,USD,ACH,MER_275,BEN_672,DEV_323,9946a0232d0af45c,"Tokyo, JP",2026-08-26 04:10:06.269031+00:00,0,A
TX10058,USR_1261,ACC_2261,66.41,USD,ACH,MER_215,BEN_725,DEV_289,4d4cf90ee85528e0,"Sydney, AU",2026-08-26 04:17:06.269031+00:00,0,A
TX10516,USR_1174,ACC_2174,110.4,USD,P2P,MER_206,BEN_800,DEV_789,21166a9c799f8c9a,"New York, US",2026-08-26 04:32:06.269031+00:00,0,A
TX10008,USR_1127,ACC_2127,40.96,USD,P2P,MER_164,BEN_934,DEV_787,c2be3c3ecfd76072,"London, UK",2026-08-26 04:36:06.269031+00:00,0,A
TX10755,USR_1278,ACC_2278,47.99,USD,P2P,MER_359,BEN_865,DEV_402,075be44c74c91461,"New York, US",2026-08-26 04:36:06.269031+00:00,0,A
TX10086,USR_1294,ACC_2294,452.08,USD,P2P,MER_315,BEN_697,DEV_NEW_3101,cb3af032c68139db,"Sydney, AU",2026-08-26 04:38:06.269031+00:00,0,B
